Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 26. September 2021
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;AfD;DIE LINKE;SPD;FDP;GRÜNE;Tierschutzpartei;NPD;Die PARTEI;FREIE  WÄHLER;MLPD;ÖDP;dieBasis;DKP;Die Humanisten;PIRATEN;Team Todenhöfer;Volt;Einzelbewerber
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071119;Priepert;1;1;276;149;54,0;2;2,0;98,0;20,5;22,6;4,8;29,5;7,5;4,1;2,1;0,0;3,4;0,0;0,0;0,0;3,4;0,0;0,0;1,4;0,7;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2664;1178;44,2;1;16;1162;233;244;119;413;75;42;x;x;x;30;6;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2664;1178;44,2;1;1,4;98,6;20,1;21,0;10,2;35,5;6,5;3,6;x;x;x;2,6;0,5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2664;1178;44,2;2;20;1158;227;232;104;377;84;46;19;6;8;26;0;0;22;0;0;4;1;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071159;Wesenberg, Stadt;4;4;2664;1178;44,2;2;1,7;98,3;19,6;20,0;9,0;32,6;7,3;4,0;1,6;0,5;0,7;2,2;0,0;0,0;1,9;0,0;0,0;0,3;0,1;0,2;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;628;285;45,4;1;8;277;35;68;34;69;22;39;x;x;x;9;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;628;285;45,4;1;2,8;97,2;12,6;24,5;12,3;24,9;7,9;14,1;x;x;x;3,2;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;628;285;45,4;2;11;274;32;62;32;62;17;40;1;2;5;7;1;2;7;0;1;2;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071167;Wustrow;1;1;628;285;45,4;2;3,9;96,1;11,7;22,6;11,7;22,6;6,2;14,6;0,4;0,7;1,8;2,6;0,4;0,7;2,6;0,0;0,4;0,7;0,0;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;1912;x;1;21;1891;443;301;218;599;118;139;x;x;x;66;7;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;1912;x;1;1,1;98,9;23,4;15,9;11,5;31,7;6,2;7,4;x;x;x;3,5;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;1912;x;2;13;1899;392;283;233;554;147;128;36;6;12;44;0;2;52;2;0;4;2;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5155;Mecklenburgische Kleinseenplatte;13071755;Briefwahl Mecklenburgische Kleinseenplatte;1;1;0;1912;x;2;0,7;99,3;20,6;14,9;12,3;29,2;7,7;6,7;1,9;0,3;0,6;2,3;0,0;0,1;2,7;0,1;0,0;0,2;0,1;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1340;735;54,9;1;23;712;123;194;83;203;57;35;x;x;x;15;2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1340;735;54,9;1;3,1;96,9;17,3;27,2;11,7;28,5;8,0;4,9;x;x;x;2,1;0,3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1340;735;54,9;2;22;713;106;191;75;184;54;37;17;9;2;12;0;0;17;3;3;1;2;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071011;Blankensee;3;3;1340;735;54,9;2;3,0;97,0;14,9;26,8;10,5;25,8;7,6;5,2;2,4;1,3;0,3;1,7;0,0;0,0;2,4;0,4;0,4;0,1;0,3;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;638;316;49,5;1;5;311;48;68;46;98;14;26;x;x;x;11;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;638;316;49,5;1;1,6;98,4;15,4;21,9;14,8;31,5;4,5;8,4;x;x;x;3,5;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;638;316;49,5;2;11;305;49;64;36;91;17;22;4;3;2;9;0;0;5;0;0;0;2;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071012;Blumenholz;1;1;638;316;49,5;2;3,5;96,5;16,1;21,0;11,8;29,8;5,6;7,2;1,3;1,0;0,7;3,0;0,0;0,0;1,6;0,0;0,0;0,0;0,7;0,3;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071025;Carpin;1;1;708;371;52,4;1;7;364;62;98;38;119;24;20;x;x;x;2;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071025;Carpin;1;1;708;371;52,4;1;1,9;98,1;17,0;26,9;10,4;32,7;6,6;5,5;x;x;x;0,5;0,3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071025;Carpin;1;1;708;371;52,4;2;5;366;58;100;39;112;23;17;4;0;0;2;0;0;8;0;0;2;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071025;Carpin;1;1;708;371;52,4;2;1,3;98,7;15,8;27,3;10,7;30,6;6,3;4,6;1,1;0,0;0,0;0,5;0,0;0,0;2,2;0,0;0,0;0,5;0,0;0,3;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071042;Godendorf;1;1;191;131;68,6;1;3;128;19;38;14;40;12;2;x;x;x;3;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071042;Godendorf;1;1;191;131;68,6;1;2,3;97,7;14,8;29,7;10,9;31,3;9,4;1,6;x;x;x;2,3;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071042;Godendorf;1;1;191;131;68,6;2;3;128;22;38;16;28;13;2;1;3;1;1;0;0;3;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071042;Godendorf;1;1;191;131;68,6;2;2,3;97,7;17,2;29,7;12,5;21,9;10,2;1,6;0,8;2,3;0,8;0,8;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071058;Grünow;1;1;236;162;68,6;1;7;155;31;27;12;54;11;16;x;x;x;4;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071058;Grünow;1;1;236;162;68,6;1;4,3;95,7;20,0;17,4;7,7;34,8;7,1;10,3;x;x;x;2,6;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071058;Grünow;1;1;236;162;68,6;2;13;149;32;26;9;48;12;14;3;0;0;1;0;0;3;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071058;Grünow;1;1;236;162;68,6;2;8,0;92,0;21,5;17,4;6,0;32,2;8,1;9,4;2,0;0,0;0,0;0,7;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,7;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;382;217;56,8;1;0;217;51;57;15;63;18;8;x;x;x;4;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;382;217;56,8;1;0,0;100,0;23,5;26,3;6,9;29,0;8,3;3,7;x;x;x;1,8;0,5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;382;217;56,8;2;2;215;47;58;14;55;19;13;2;1;1;1;0;0;3;0;0;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071066;Hohenzieritz;1;1;382;217;56,8;2;0,9;99,1;21,9;27,0;6,5;25,6;8,8;6,0;0,9;0,5;0,5;0,5;0,0;0,0;1,4;0,0;0,0;0,5;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;541;280;51,8;1;4;276;69;69;19;67;19;22;x;x;x;10;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;541;280;51,8;1;1,4;98,6;25,0;25,0;6,9;24,3;6,9;8,0;x;x;x;3,6;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;541;280;51,8;2;5;275;66;66;18;64;28;18;1;1;0;5;0;0;5;0;0;2;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071075;Klein Vielen;1;1;541;280;51,8;2;1,8;98,2;24,0;24,0;6,5;23,3;10,2;6,5;0,4;0,4;0,0;1,8;0,0;0,0;1,8;0,0;0,0;0,7;0,0;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;451;238;52,8;1;4;234;39;70;23;59;13;24;x;x;x;6;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;451;238;52,8;1;1,7;98,3;16,7;29,9;9,8;25,2;5,6;10,3;x;x;x;2,6;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;451;238;52,8;2;4;234;41;64;19;58;14;15;4;1;2;1;0;1;8;1;0;2;1;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071080;Kratzeburg;1;1;451;238;52,8;2;1,7;98,3;17,5;27,4;8,1;24,8;6,0;6,4;1,7;0,4;0,9;0,4;0,0;0,4;3,4;0,4;0,0;0,9;0,4;0,9;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071100;Möllenbeck;1;1;597;279;46,7;1;7;272;53;88;33;67;11;12;x;x;x;6;2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071100;Möllenbeck;1;1;597;279;46,7;1;2,5;97,5;19,5;32,4;12,1;24,6;4,0;4,4;x;x;x;2,2;0,7;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071100;Möllenbeck;1;1;597;279;46,7;2;7;272;49;82;33;51;15;9;10;2;3;4;0;0;8;1;0;3;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071100;Möllenbeck;1;1;597;279;46,7;2;2,5;97,5;18,0;30,1;12,1;18,8;5,5;3,3;3,7;0,7;1,1;1,5;0,0;0,0;2,9;0,4;0,0;1,1;0,4;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071147;Userin;1;1;568;321;56,5;1;6;315;72;46;34;110;21;23;x;x;x;9;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071147;Userin;1;1;568;321;56,5;1;1,9;98,1;22,9;14,6;10,8;34,9;6,7;7,3;x;x;x;2,9;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071147;Userin;1;1;568;321;56,5;2;3;318;58;50;45;100;28;15;5;1;3;2;0;0;9;0;1;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071147;Userin;1;1;568;321;56,5;2;0,9;99,1;18,2;15,7;14,2;31,4;8,8;4,7;1,6;0,3;0,9;0,6;0,0;0,0;2,8;0,0;0,3;0,0;0,0;0,3;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;501;255;50,9;1;1;254;28;84;26;85;11;16;x;x;x;3;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;501;255;50,9;1;0,4;99,6;11,0;33,1;10,2;33,5;4,3;6,3;x;x;x;1,2;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;501;255;50,9;2;2;253;27;71;25;79;12;15;6;3;2;0;0;0;12;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071162;Wokuhl-Dabelow;1;1;501;255;50,9;2;0,8;99,2;10,7;28,1;9,9;31,2;4,7;5,9;2,4;1,2;0,8;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;1436;x;1;18;1418;291;175;204;477;96;125;x;x;x;47;3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;1436;x;1;1,3;98,7;20,5;12,3;14,4;33,6;6,8;8,8;x;x;x;3,3;0,2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;1436;x;2;14;1422;264;180;205;436;113;115;24;6;11;30;2;2;27;2;0;1;2;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5156;Neustrelitz-Land;13071756;Briefwahl Neustrelitz-Land;1;1;0;1436;x;2;1,0;99,0;18,6;12,7;14,4;30,7;7,9;8,1;1,7;0,4;0,8;2,1;0,1;0,1;1,9;0,1;0,0;0,1;0,1;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071009;Beseritz;1;1;95;74;77,9;1;1;73;14;24;10;20;0;1;1;x;x;2;x;x;1;x;x;x;x;x;0
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071009;Beseritz;1;1;95;74;77,9;1;1,4;98,6;19,2;32,9;13,7;27,4;0,0;1,4;1,4;x;x;2,7;x;x;1,4;x;x;x;x;x;0,0
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071009;Beseritz;1;1;95;74;77,9;2;3;71;15;22;8;16;3;2;2;0;1;1;0;0;1;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071009;Beseritz;1;1;95;74;77,9;2;4,1;95,9;21,1;31,0;11,3;22,5;4,2;2,8;2,8;0,0;1,4;1,4;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071010;Blankenhof;1;1;595;365;61,3;1;15;350;56;98;55;70;27;10;15;x;x;1;x;x;13;x;x;x;x;x;5
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071010;Blankenhof;1;1;595;365;61,3;1;4,1;95,9;16,0;28,0;15,7;20,0;7,7;2,9;4,3;x;x;0,3;x;x;3,7;x;x;x;x;x;1,4
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071010;Blankenhof;1;1;595;365;61,3;2;16;349;62;88;40;84;31;12;9;3;3;1;0;0;10;0;2;2;0;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071010;Blankenhof;1;1;595;365;61,3;2;4,4;95,6;17,8;25,2;11,5;24,1;8,9;3,4;2,6;0,9;0,9;0,3;0,0;0,0;2,9;0,0;0,6;0,6;0,0;0,6;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071019;Brunn;3;3;842;523;62,1;1;18;505;136;132;40;100;36;18;13;x;x;16;x;x;12;x;x;x;x;x;2
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071019;Brunn;3;3;842;523;62,1;1;3,4;96,6;26,9;26,1;7,9;19,8;7,1;3,6;2,6;x;x;3,2;x;x;2,4;x;x;x;x;x;0,4
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071019;Brunn;3;3;842;523;62,1;2;19;504;142;129;34;107;29;17;10;4;2;17;1;0;7;3;0;0;2;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071019;Brunn;3;3;842;523;62,1;2;3,6;96,4;28,2;25,6;6,7;21,2;5,8;3,4;2,0;0,8;0,4;3,4;0,2;0,0;1,4;0,6;0,0;0,0;0,4;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071104;Neddemin;1;1;288;158;54,9;1;5;153;26;56;17;22;13;8;3;x;x;5;x;x;2;x;x;x;x;x;1
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071104;Neddemin;1;1;288;158;54,9;1;3,2;96,8;17,0;36,6;11,1;14,4;8,5;5,2;2,0;x;x;3,3;x;x;1,3;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071104;Neddemin;1;1;288;158;54,9;2;2;156;23;55;12;30;14;8;3;1;2;3;0;0;2;0;0;1;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071104;Neddemin;1;1;288;158;54,9;2;1,3;98,7;14,7;35,3;7,7;19,2;9,0;5,1;1,9;0,6;1,3;1,9;0,0;0,0;1,3;0,0;0,0;0,6;0,6;0,6;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071108;Neuenkirchen;2;2;979;573;58,5;1;8;565;83;133;79;185;34;11;13;x;x;13;x;x;13;x;x;x;x;x;1
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071108;Neuenkirchen;2;2;979;573;58,5;1;1,4;98,6;14,7;23,5;14,0;32,7;6,0;1,9;2,3;x;x;2,3;x;x;2,3;x;x;x;x;x;0,2
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071108;Neuenkirchen;2;2;979;573;58,5;2;7;566;88;130;59;190;40;19;10;3;4;10;0;0;9;0;0;4;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071108;Neuenkirchen;2;2;979;573;58,5;2;1,2;98,8;15,5;23,0;10,4;33,6;7,1;3,4;1,8;0,5;0,7;1,8;0,0;0,0;1,6;0,0;0,0;0,7;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071111;Neverin;1;1;862;454;52,7;1;12;442;81;90;56;120;40;20;12;x;x;8;x;x;12;x;x;x;x;x;3
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071111;Neverin;1;1;862;454;52,7;1;2,6;97,4;18,3;20,4;12,7;27,1;9,0;4,5;2,7;x;x;1,8;x;x;2,7;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5157;Neverin;13071111;Neverin;1;1;862;454;52,7;2;16;438;80;81;41;131;42;22;9;1;3;5;0;1;14;0;0;5;3;0;x
