Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 26. September 2021
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;AfD;DIE LINKE;SPD;FDP;GRÜNE;Tierschutzpartei;NPD;Die PARTEI;FREIE  WÄHLER;MLPD;ÖDP;dieBasis;DKP;Die Humanisten;PIRATEN;Team Todenhöfer;Volt;Einzelbewerber
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074074;Schönberg, Stadt;4;4;3765;1344;35,7;1;40;1304;275;265;120;394;87;98;x;x;9;23;1;x;22;x;x;10;x;x;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074074;Schönberg, Stadt;4;4;3765;1344;35,7;1;3,0;97,0;21,1;20,3;9,2;30,2;6,7;7,5;x;x;0,7;1,8;0,1;x;1,7;x;x;0,8;x;x;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074074;Schönberg, Stadt;4;4;3765;1344;35,7;2;44;1300;225;262;123;401;83;98;22;8;8;25;1;1;25;2;2;8;3;3;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074074;Schönberg, Stadt;4;4;3765;1344;35,7;2;3,3;96,7;17,3;20,2;9,5;30,8;6,4;7,5;1,7;0,6;0,6;1,9;0,1;0,1;1,9;0,2;0,2;0,6;0,2;0,2;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074076;Selmsdorf;2;2;2423;987;40,7;1;32;955;174;205;65;307;86;75;x;x;7;17;0;x;9;x;x;10;x;x;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074076;Selmsdorf;2;2;2423;987;40,7;1;3,2;96,8;18,2;21,5;6,8;32,1;9,0;7,9;x;x;0,7;1,8;0,0;x;0,9;x;x;1,0;x;x;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074076;Selmsdorf;2;2;2423;987;40,7;2;29;958;155;199;55;327;88;80;17;7;4;7;0;0;9;0;0;3;4;3;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074076;Selmsdorf;2;2;2423;987;40,7;2;2,9;97,1;16,2;20,8;5,7;34,1;9,2;8,4;1,8;0,7;0,4;0,7;0,0;0,0;0,9;0,0;0,0;0,3;0,4;0,3;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074094;Siemz-Niendorf;2;2;519;218;42,0;1;4;214;59;28;19;64;14;15;x;x;6;5;1;x;3;x;x;0;x;x;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074094;Siemz-Niendorf;2;2;519;218;42,0;1;1,8;98,2;27,6;13,1;8,9;29,9;6,5;7,0;x;x;2,8;2,3;0,5;x;1,4;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074094;Siemz-Niendorf;2;2;519;218;42,0;2;3;215;45;31;19;67;22;14;4;0;3;4;0;0;2;0;0;1;2;1;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074094;Siemz-Niendorf;2;2;519;218;42,0;2;1,4;98,6;20,9;14,4;8,8;31,2;10,2;6,5;1,9;0,0;1,4;1,9;0,0;0,0;0,9;0,0;0,0;0,5;0,9;0,5;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074759;Briefwahl Schönberger Land;2;2;0;4376;x;1;34;4342;903;433;479;1337;344;618;x;x;48;92;1;x;58;x;x;29;x;x;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074759;Briefwahl Schönberger Land;2;2;0;4376;x;1;0,8;99,2;20,8;10,0;11,0;30,8;7,9;14,2;x;x;1,1;2,1;0,0;x;1,3;x;x;0,7;x;x;x
11.10.2021 09:29:16;A;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074759;Briefwahl Schönberger Land;2;2;0;4376;x;2;27;4349;750;401;424;1473;376;616;86;9;29;62;0;6;56;5;4;19;20;13;x
11.10.2021 09:29:16;P;74;Nordwestmecklenburg;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5459;Schönberger Land;13074759;Briefwahl Schönberger Land;2;2;0;4376;x;2;0,6;99,4;17,2;9,2;9,7;33,9;8,6;14,2;2,0;0,2;0,7;1,4;0,0;0,1;1,3;0,1;0,1;0,4;0,5;0,3;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;15;Vorpommern-Rügen - Vorpommern-Greifswald I;501;Greifswald, Hansestadt;13075039;Greifswald, Universitäts- und Hansestadt;60;60;45866;33190;72,4;1;442;32748;5775;4617;3764;8568;2572;4506;1320;x;588;321;43;x;446;x;x;228;x;x;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;15;Vorpommern-Rügen - Vorpommern-Greifswald I;501;Greifswald, Hansestadt;13075039;Greifswald, Universitäts- und Hansestadt;60;60;45866;33190;72,4;1;1,3;98,7;17,6;14,1;11,5;26,2;7,9;13,8;4,0;x;1,8;1,0;0,1;x;1,4;x;x;0,7;x;x;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;15;Vorpommern-Rügen - Vorpommern-Greifswald I;501;Greifswald, Hansestadt;13075039;Greifswald, Universitäts- und Hansestadt;60;60;45866;33190;72,4;2;481;32709;5186;4275;3718;7659;3044;5690;1141;108;443;324;17;85;477;24;129;177;93;119;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;15;Vorpommern-Rügen - Vorpommern-Greifswald I;501;Greifswald, Hansestadt;13075039;Greifswald, Universitäts- und Hansestadt;60;60;45866;33190;72,4;2;1,4;98,6;15,9;13,1;11,4;23,4;9,3;17,4;3,5;0,3;1,4;1,0;0,1;0,3;1,5;0,1;0,4;0,5;0,3;0,4;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;511;Anklam, Stadt;13075005;Anklam, Hansestadt;14;14;10344;6468;62,5;1;163;6305;1407;1512;548;1575;679;164;232;x;x;80;x;x;79;x;x;x;x;x;29
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;511;Anklam, Stadt;13075005;Anklam, Hansestadt;14;14;10344;6468;62,5;1;2,5;97,5;22,3;24,0;8,7;25,0;10,8;2,6;3,7;x;x;1,3;x;x;1,3;x;x;x;x;x;0,5
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;511;Anklam, Stadt;13075005;Anklam, Hansestadt;14;14;10344;6468;62,5;2;156;6312;1289;1387;606;1740;496;184;190;197;27;75;1;6;74;4;4;13;14;5;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;511;Anklam, Stadt;13075005;Anklam, Hansestadt;14;14;10344;6468;62,5;2;2,4;97,6;20,4;22,0;9,6;27,6;7,9;2,9;3,0;3,1;0,4;1,2;0,0;0,1;1,2;0,1;0,1;0,2;0,2;0,1;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;512;Heringsdorf;13075049;Heringsdorf, Ostseebad;8;8;6999;4806;68,7;1;154;4652;1093;1176;319;1072;395;216;155;x;x;70;x;x;108;x;x;x;x;x;48
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;512;Heringsdorf;13075049;Heringsdorf, Ostseebad;8;8;6999;4806;68,7;1;3,2;96,8;23,5;25,3;6,9;23,0;8,5;4,6;3,3;x;x;1,5;x;x;2,3;x;x;x;x;x;1,0
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;512;Heringsdorf;13075049;Heringsdorf, Ostseebad;8;8;6999;4806;68,7;2;134;4672;1007;1104;354;1105;440;223;135;80;29;60;1;2;83;4;11;12;14;8;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;512;Heringsdorf;13075049;Heringsdorf, Ostseebad;8;8;6999;4806;68,7;2;2,8;97,2;21,6;23,6;7,6;23,7;9,4;4,8;2,9;1,7;0,6;1,3;0,0;0,0;1,8;0,1;0,2;0,3;0,3;0,2;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;513;Pasewalk, Stadt;13075105;Pasewalk, Stadt;11;11;8446;5294;62,7;1;120;5174;1287;1177;501;1418;296;122;188;x;x;76;x;x;73;x;x;x;x;x;36
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;513;Pasewalk, Stadt;13075105;Pasewalk, Stadt;11;11;8446;5294;62,7;1;2,3;97,7;24,9;22,7;9,7;27,4;5,7;2,4;3,6;x;x;1,5;x;x;1,4;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;513;Pasewalk, Stadt;13075105;Pasewalk, Stadt;11;11;8446;5294;62,7;2;121;5173;1058;1075;488;1550;338;147;165;119;31;75;3;5;74;8;5;19;8;5;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;513;Pasewalk, Stadt;13075105;Pasewalk, Stadt;11;11;8446;5294;62,7;2;2,3;97,7;20,5;20,8;9,4;30,0;6,5;2,8;3,2;2,3;0,6;1,4;0,1;0,1;1,4;0,2;0,1;0,4;0,2;0,1;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;514;Strasburg (Uckermark), Stadt;13075130;Strasburg (Uckermark), Stadt;6;6;3865;2452;63,4;1;65;2387;511;638;271;635;125;52;83;x;x;32;x;x;28;x;x;x;x;x;12
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;514;Strasburg (Uckermark), Stadt;13075130;Strasburg (Uckermark), Stadt;6;6;3865;2452;63,4;1;2,7;97,3;21,4;26,7;11,4;26,6;5,2;2,2;3,5;x;x;1,3;x;x;1,2;x;x;x;x;x;0,5
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;514;Strasburg (Uckermark), Stadt;13075130;Strasburg (Uckermark), Stadt;6;6;3865;2452;63,4;2;57;2395;426;605;268;712;149;59;68;20;14;35;2;0;23;2;2;6;2;2;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;514;Strasburg (Uckermark), Stadt;13075130;Strasburg (Uckermark), Stadt;6;6;3865;2452;63,4;2;2,3;97,7;17,8;25,3;11,2;29,7;6,2;2,5;2,8;0,8;0,6;1,5;0,1;0,0;1,0;0,1;0,1;0,3;0,1;0,1;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;515;Ueckermünde, Stadt;13075136;Ueckermünde, Seebad, Stadt;12;12;7527;4738;62,9;1;135;4603;1148;1211;372;1030;238;130;143;x;x;85;x;x;116;x;x;x;x;x;130
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;515;Ueckermünde, Stadt;13075136;Ueckermünde, Seebad, Stadt;12;12;7527;4738;62,9;1;2,8;97,2;24,9;26,3;8,1;22,4;5,2;2,8;3,1;x;x;1,8;x;x;2,5;x;x;x;x;x;2,8
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;515;Ueckermünde, Stadt;13075136;Ueckermünde, Seebad, Stadt;12;12;7527;4738;62,9;2;127;4611;952;1146;394;1198;297;136;106;122;30;73;4;11;108;4;4;12;7;7;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;515;Ueckermünde, Stadt;13075136;Ueckermünde, Seebad, Stadt;12;12;7527;4738;62,9;2;2,7;97,3;20,6;24,9;8,5;26,0;6,4;2,9;2,3;2,6;0,7;1,6;0,1;0,2;2,3;0,1;0,1;0,3;0,2;0,2;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075021;Buggenhagen;1;1;191;111;58,1;1;2;109;13;42;13;27;3;2;2;x;x;1;x;x;4;x;x;x;x;x;2
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075021;Buggenhagen;1;1;191;111;58,1;1;1,8;98,2;11,9;38,5;11,9;24,8;2,8;1,8;1,8;x;x;0,9;x;x;3,7;x;x;x;x;x;1,8
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075021;Buggenhagen;1;1;191;111;58,1;2;2;109;13;44;14;21;5;5;2;1;0;1;0;0;2;0;0;0;0;1;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075021;Buggenhagen;1;1;191;111;58,1;2;1,8;98,2;11,9;40,4;12,8;19,3;4,6;4,6;1,8;0,9;0,0;0,9;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,9;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075072;Krummin;1;1;211;121;57,3;1;2;119;22;35;6;29;7;4;6;x;x;2;x;x;2;x;x;x;x;x;6
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075072;Krummin;1;1;211;121;57,3;1;1,7;98,3;18,5;29,4;5,0;24,4;5,9;3,4;5,0;x;x;1,7;x;x;1,7;x;x;x;x;x;5,0
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075072;Krummin;1;1;211;121;57,3;2;1;120;24;36;4;28;5;3;5;2;4;4;0;0;1;0;2;0;1;1;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075072;Krummin;1;1;211;121;57,3;2;0,8;99,2;20,0;30,0;3,3;23,3;4,2;2,5;4,2;1,7;3,3;3,3;0,0;0,0;0,8;0,0;1,7;0,0;0,8;0,8;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075074;Lassan, Stadt;1;1;1250;549;43,9;1;23;526;93;199;36;81;32;23;20;x;x;16;x;x;20;x;x;x;x;x;6
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075074;Lassan, Stadt;1;1;1250;549;43,9;1;4,2;95,8;17,7;37,8;6,8;15,4;6,1;4,4;3,8;x;x;3,0;x;x;3,8;x;x;x;x;x;1,1
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075074;Lassan, Stadt;1;1;1250;549;43,9;2;13;536;80;174;40;105;28;26;13;36;4;8;1;1;17;1;0;0;2;0;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075074;Lassan, Stadt;1;1;1250;549;43,9;2;2,4;97,6;14,9;32,5;7,5;19,6;5,2;4,9;2,4;6,7;0,7;1,5;0,2;0,2;3,2;0,2;0,0;0,0;0,4;0,0;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075087;Lütow;1;1;363;176;48,5;1;4;172;17;73;11;35;18;10;5;x;x;2;x;x;1;x;x;x;x;x;0
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075087;Lütow;1;1;363;176;48,5;1;2,3;97,7;9,9;42,4;6,4;20,3;10,5;5,8;2,9;x;x;1,2;x;x;0,6;x;x;x;x;x;0,0
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075087;Lütow;1;1;363;176;48,5;2;4;172;12;72;14;37;20;9;3;1;1;1;0;0;1;0;0;0;1;0;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075087;Lütow;1;1;363;176;48,5;2;2,3;97,7;7,0;41,9;8,1;21,5;11,6;5,2;1,7;0,6;0,6;0,6;0,0;0,0;0,6;0,0;0,0;0,0;0,6;0,0;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075124;Sauzin;1;1;363;191;52,6;1;3;188;33;78;10;26;14;4;6;x;x;6;x;x;8;x;x;x;x;x;3
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075124;Sauzin;1;1;363;191;52,6;1;1,6;98,4;17,6;41,5;5,3;13,8;7,4;2,1;3,2;x;x;3,2;x;x;4,3;x;x;x;x;x;1,6
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075124;Sauzin;1;1;363;191;52,6;2;4;187;25;76;9;29;21;6;6;1;1;5;0;1;6;0;1;0;0;0;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075124;Sauzin;1;1;363;191;52,6;2;2,1;97,9;13,4;40,6;4,8;15,5;11,2;3,2;3,2;0,5;0,5;2,7;0,0;0,5;3,2;0,0;0,5;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075144;Wolgast, Stadt;11;11;9560;3901;40,8;1;134;3767;636;1186;331;871;282;105;156;x;x;74;x;x;83;x;x;x;x;x;43
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075144;Wolgast, Stadt;11;11;9560;3901;40,8;1;3,4;96,6;16,9;31,5;8,8;23,1;7,5;2,8;4,1;x;x;2,0;x;x;2,2;x;x;x;x;x;1,1
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075144;Wolgast, Stadt;11;11;9560;3901;40,8;2;115;3786;602;1166;359;944;264;114;113;50;21;58;2;1;62;1;10;8;8;3;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075144;Wolgast, Stadt;11;11;9560;3901;40,8;2;2,9;97,1;15,9;30,8;9,5;24,9;7,0;3,0;3,0;1,3;0,6;1,5;0,1;0,0;1,6;0,0;0,3;0,2;0,2;0,1;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075147;Zemitz;1;1;598;343;57,4;1;8;335;68;129;28;55;22;10;11;x;x;3;x;x;5;x;x;x;x;x;4
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075147;Zemitz;1;1;598;343;57,4;1;2,3;97,7;20,3;38,5;8,4;16,4;6,6;3,0;3,3;x;x;0,9;x;x;1,5;x;x;x;x;x;1,2
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075147;Zemitz;1;1;598;343;57,4;2;2;341;69;120;29;69;16;10;10;4;2;2;1;0;6;0;0;1;0;2;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075147;Zemitz;1;1;598;343;57,4;2;0,6;99,4;20,2;35,2;8,5;20,2;4,7;2,9;2,9;1,2;0,6;0,6;0,3;0,0;1,8;0,0;0,0;0,3;0,0;0,6;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075751;Briefwahl Am Peenestrom;6;6;0;2821;x;1;52;2769;566;449;291;712;208;200;90;x;x;66;x;x;86;x;x;x;x;x;101
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075751;Briefwahl Am Peenestrom;6;6;0;2821;x;1;1,8;98,2;20,4;16,2;10,5;25,7;7,5;7,2;3,3;x;x;2,4;x;x;3,1;x;x;x;x;x;3,6
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075751;Briefwahl Am Peenestrom;6;6;0;2821;x;2;45;2776;523;442;345;741;227;200;58;22;21;66;6;6;78;2;15;12;7;5;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5551;Am Peenestrom;13075751;Briefwahl Am Peenestrom;6;6;0;2821;x;2;1,6;98,4;18,8;15,9;12,4;26,7;8,2;7,2;2,1;0,8;0,8;2,4;0,2;0,2;2,8;0,1;0,5;0,4;0,3;0,2;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075001;Ahlbeck;1;1;534;304;56,9;1;5;299;75;113;19;46;17;7;6;x;x;3;x;x;12;x;x;x;x;x;1
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075001;Ahlbeck;1;1;534;304;56,9;1;1,6;98,4;25,1;37,8;6,4;15,4;5,7;2,3;2,0;x;x;1,0;x;x;4,0;x;x;x;x;x;0,3
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075001;Ahlbeck;1;1;534;304;56,9;2;6;298;64;112;15;51;19;8;7;8;2;2;0;0;8;0;1;1;0;0;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075001;Ahlbeck;1;1;534;304;56,9;2;2,0;98,0;21,5;37,6;5,0;17,1;6,4;2,7;2,3;2,7;0,7;0,7;0,0;0,0;2,7;0,0;0,3;0,3;0,0;0,0;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075003;Altwarp;1;1;397;232;58,4;1;10;222;42;76;14;60;15;5;4;x;x;2;x;x;4;x;x;x;x;x;0
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075003;Altwarp;1;1;397;232;58,4;1;4,3;95,7;18,9;34,2;6,3;27,0;6,8;2,3;1,8;x;x;0,9;x;x;1,8;x;x;x;x;x;0,0
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075003;Altwarp;1;1;397;232;58,4;2;8;224;38;74;16;67;13;3;2;2;0;3;1;0;5;0;0;0;0;0;x
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075003;Altwarp;1;1;397;232;58,4;2;3,4;96,6;17,0;33,0;7,1;29,9;5,8;1,3;0,9;0,9;0,0;1,3;0,4;0,0;2,2;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075031;Eggesin, Stadt;5;5;3963;2055;51,9;1;84;1971;439;559;158;486;112;43;72;x;x;16;x;x;59;x;x;x;x;x;27
11.10.2021 09:29:16;P;75;Vorpommern-Greifswald;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5552;Am Stettiner Haff;13075031;Eggesin, Stadt;5;5;3963;2055;51,9;1;4,1;95,9;22,3;28,4;8,0;24,7;5,7;2,2;3,7;x;x;0,8;x;x;3,0;x;x;x;x;x;1,4
